,22.364,22.338,22.286,22.247,22.247,22.234,22.234,22.234,22.247,22.299,22.377,22.39,22.351,22.325,22.325,22.325,22.338,22.338,22.338,22.273,22.195,22.156,22.156,22.169,22.156,22.143,22.13,22.117,22.13,22.13,22.143,22.156,22.156,22.156,22.13,22.104,22.091,22.104,22.117,22.104,22.065,22.052,22.052,22.065,22.078,22.091,22.104,22.143,22.182,22.182,22.13,22.104,22.104,22.117,22.13,22.13,22.143,22.156,22.169,22.182,22.169,22.195,22.234,22.26,22.273,22.273,22.273,22.312,22.364,22.351,22.299,22.286,22.325,22.325,22.286,22.234,22.195,22.195,22.208,22.208,22.208,22.208,22.221,22.247,22.26,22.286,22.299,22.286,22.26,22.26,22.312,22.325,22.312,22.286,22.273,22.26,22.26,22.26,22.26,22.299,22.364,22.403,22.429,22.442,22.454,22.454,22.442,22.467,22.519,22.545,22.545,22.558,22.584,22.61,22.61,22.571,22.519,22.467,22.454,22.442,22.442,22.48,22.545,22.558,22.519,22.48,22.467,22.506,22.571,22.545,22.454,22.429,22.467,22.519,22.558,22.545,22.493,22.48,22.506,22.506,22.442,22.429,22.467,22.467,22.416,22.39,22.39,22.403,22.429,22.454,22.467,22.442,22.377,22.377,22.416,22.429,22.429,22.429,22.454,22.467,22.467,22.454,22.442,22.442,22.467,22.454,22.403,22.39,22.39,22.416,22.429,22.416,22.39,22.416,22.467,22.48,22.454,22.454,22.493,22.506,22.506,22.519,22.532,22.571,22.61,22.597,22.519,22.519,22.584,22.597,22.571,22.558,22.584,22.584,22.545,22.506,22.493,22.493,22.519,22.506,22.467,22.416,22.377,22.364,22.377,22.403,22.429,22.403,22.351,22.351,22.403,22.403,22.351,22.325,22.312,22.312,22.338,22.364,22.39,22.416,22.416,22.429,22.454,22.48,22.48,22.48,22.454,22.442,22.442,22.454,22.48,22.467,22.429,22.416,22.429,22.442,22.442,22.454,22.48,22.493,22.48,22.506,22.545,22.506,22.377,22.312,22.338,22.364,22.377,22.39,22.403,22.442,22.48,22.467,22.416,22.403,22.403,22.403,22.39,22.403,22.429,22.416,22.39,22.403,22.454,22.48,22.454,22.403,22.338,22.325,22.377,22.429,22.493,22.48,22.416,22.377,22.377,22.39,22.403,22.467,22.545,22.545,22.467,22.429,22.454,22.506,22.584,22.597,22.571,22.532,22.532,22.558,22.597,22.597,22.545,22.532,22.545,22.571,22.584,22.623,22.675,22.675,22.623,22.584,22.558,22.571,22.623,22.623,22.584,22.571,22.584,22.61,22.61,22.584,22.532,22.545,22.61,22.623,22.584
,22.403,22.377,22.325,22.273,22.234,22.221,22.247,22.273,22.286,22.325,22.364,22.364,22.338,22.312,22.299,22.299,22.325,22.312,22.273,22.247,22.234,22.208,22.169,22.13,22.117,22.13,22.156,22.169,22.156,22.143,22.156,22.143,22.143,22.13,22.13,22.117,22.078,22.065,22.078,22.091,22.091,22.091,22.078,22.052,22.026,22.052,22.117,22.169,22.195,22.195,22.182,22.143,22.091,22.091,22.143,22.182,22.169,22.182,22.195,22.182,22.143,22.156,22.208,22.273,22.338,22.325,22.273,22.26,22.299,22.338,22.338,22.325,22.299,22.273,22.273,22.247,22.208,22.195,22.221,22.221,22.221,22.221,22.221,22.234,22.234,22.234,22.26,22.273,22.312,22.338,22.351,22.325,22.299,22.273,22.26,22.286,22.312,22.312,22.273,22.299,22.39,22.429,22.429,22.442,22.48,22.467,22.403,22.416,22.48,22.532,22.545,22.558,22.584,22.61,22.649,22.623,22.519,22.454,22.429,22.429,22.454,22.493,22.545,22.571,22.584,22.558,22.506,22.493,22.519,22.519,22.493,22.467,22.467,22.48,22.519,22.532,22.519,22.506,22.506,22.48,22.454,22.442,22.442,22.429,22.416,22.416,22.442,22.429,22.416,22.429,22.48,22.493,22.442,22.416,22.416,22.416,22.416,22.429,22.442,22.442,22.429,22.429,22.429,22.442,22.442,22.442,22.442,22.442,22.429,22.442,22.454,22.429,22.39,22.403,22.454,22.467,22.442,22.442,22.467,22.506,22.519,22.519,22.506,22.532,22.61,22.61,22.545,22.519,22.545,22.571,22.571,22.571,22.571,22.558,22.545,22.532,22.532,22.532,22.558,22.545,22.519,22.467,22.403,22.364,22.364,22.403,22.467,22.454,22.377,22.351,22.39,22.403,22.377,22.338,22.338,22.338,22.364,22.377,22.377,22.39,22.403,22.416,22.429,22.454,22.467,22.467,22.467,22.454,22.454,22.454,22.454,22.467,22.48,22.48,22.493,22.48,22.442,22.467,22.532,22.532,22.48,22.48,22.519,22.493,22.39,22.351,22.377,22.403,22.416,22.403,22.377,22.403,22.467,22.467,22.429,22.403,22.403,22.416,22.442,22.454,22.429,22.403,22.377,22.403,22.48,22.506,22.493,22.429,22.364,22.351,22.416,22.467,22.493,22.467,22.429,22.403,22.416,22.442,22.467,22.493,22.532,22.532,22.48,22.467,22.506,22.558,22.597,22.61,22.584,22.571,22.558,22.558,22.558,22.545,22.519,22.519,22.558,22.597,22.597,22.61,22.636,22.649,22.649,22.636,22.61,22.61,22.623,22.61,22.584,22.545,22.519,22.532,22.571,22.571,22.532,22.545,22.584,22.597,22.571
,22.403,22.39,22.364,22.312,22.247,22.234,22.26,22.299,22.312,22.338,22.351,22.351,22.325,22.312,22.299,22.299,22.299,22.273,22.234,22.221,22.247,22.234,22.195,22.156,22.13,22.13,22.182,22.195,22.182,22.169,22.156,22.13,22.117,22.104,22.104,22.091,22.052,22.052,22.078,22.104,22.104,22.091,22.078,22.065,22.039,22.065,22.13,22.169,22.182,22.182,22.182,22.143,22.091,22.091,22.156,22.195,22.195,22.208,22.234,22.208,22.156,22.156,22.208,22.273,22.338,22.325,22.26,22.234,22.273,22.312,22.338,22.325,22.299,22.286,22.286,22.273,22.247,22.234,22.234,22.234,22.234,22.221,22.208,22.208,22.221,22.221,22.221,22.26,22.325,22.364,22.351,22.325,22.299,22.273,22.273,22.312,22.377,22.377,22.338,22.351,22.416,22.442,22.429,22.442,22.467,22.467,22.429,22.429,22.467,22.506,22.558,22.584,22.571,22.597,22.636,22.61,22.519,22.454,22.429,22.454,22.493,22.519,22.519,22.545,22.584,22.571,22.519,22.493,22.519,22.519,22.493,22.467,22.467,22.467,22.467,22.493,22.519,22.519,22.493,22.467,22.442,22.429,22.429,22.429,22.416,22.429,22.454,22.454,22.416,22.429,22.48,22.506,22.493,22.454,22.416,22.403,22.416,22.416,22.403,22.416,22.442,22.442,22.416,22.403,22.403,22.416,22.442,22.454,22.442,22.429,22.429,22.416,22.403,22.416,22.454,22.454,22.442,22.442,22.467,22.506,22.532,22.519,22.48,22.506,22.584,22.597,22.545,22.519,22.532,22.545,22.571,22.571,22.571,22.558,22.558,22.545,22.545,22.545,22.545,22.545,22.532,22.493,22.429,22.403,22.403,22.442,22.48,22.454,22.377,22.351,22.377,22.39,22.364,22.364,22.364,22.364,22.364,22.377,22.403,22.403,22.39,22.403,22.416,22.442,22.454,22.48,22.493,22.493,22.493,22.48,22.467,22.48,22.506,22.519,22.519,22.506,22.48,22.493,22.532,22.532,22.48,22.467,22.48,22.467,22.429,22.416,22.442,22.454,22.454,22.416,22.39,22.403,22.454,22.454,22.403,22.377,22.39,22.429,22.48,22.48,22.454,22.403,22.377,22.39,22.429,22.467,22.467,22.429,22.39,22.39,22.442,22.467,22.48,22.467,22.454,22.454,22.467,22.48,22.506,22.532,22.545,22.532,22.493,22.48,22.493,22.532,22.584,22.597,22.584,22.571,22.558,22.532,22.493,22.48,22.506,22.545,22.597,22.623,22.61,22.597,22.584,22.597,22.649,22.662,22.649,22.636,22.623,22.597,22.571,22.532,22.519,22.532,22.584,22.584,22.558,22.545,22.571,22.571,22.558
,22.364,22.377,22.39,22.351,22.286,22.26,22.286,22.312,22.312,22.325,22.338,22.338,22.338,22.338,22.338,22.312,22.26,22.221,22.221,22.208,22.208,22.221,22.247,22.234,22.182,22.156,22.182,22.195,22.208,22.195,22.143,22.117,22.091,22.065,22.065,22.052,22.039,22.065,22.117,22.117,22.091,22.065,22.065,22.078,22.091,22.117,22.143,22.156,22.156,22.143,22.13,22.117,22.104,22.117,22.143,22.169,22.195,22.234,22.273,22.273,22.208,22.195,22.247,22.273,22.299,22.273,22.234,22.234,22.273,22.286,22.273,22.286,22.338,22.338,22.299,22.286,22.299,22.299,22.26,22.247,22.247,22.221,22.182,22.182,22.234,22.247,22.221,22.247,22.312,22.351,22.338,22.325,22.312,22.286,22.286,22.325,22.416,22.454,22.442,22.429,22.442,22.429,22.416,22.429,22.442,22.48,22.519,22.519,22.493,22.519,22.597,22.61,22.571,22.545,22.545,22.532,22.506,22.48,22.467,22.493,22.532,22.532,22.493,22.493,22.545,22.545,22.506,22.506,22.545,22.532,22.467,22.442,22.48,22.48,22.429,22.429,22.48,22.506,22.506,22.467,22.429,22.416,22.429,22.442,22.429,22.429,22.454,22.454,22.442,22.442,22.454,22.48,22.506,22.493,22.442,22.429,22.454,22.429,22.364,22.39,22.506,22.506,22.403,22.351,22.351,22.377,22.403,22.416,22.416,22.403,22.377,22.39,22.416,22.442,22.467,22.454,22.442,22.454,22.493,22.519,22.532,22.519,22.493,22.506,22.545,22.558,22.545,22.532,22.532,22.545,22.558,22.571,22.571,22.571,22.571,22.558,22.545,22.519,22.506,22.493,22.506,22.48,22.454,22.442,22.48,22.48,22.467,22.416,22.351,22.325,22.351,22.364,22.351,22.364,22.377,22.377,22.338,22.364,22.442,22.442,22.403,22.39,22.429,22.454,22.48,22.493,22.506,22.532,22.558,22.545,22.506,22.506,22.519,22.519,22.506,22.506,22.532,22.532,22.493,22.48,22.493,22.48,22.454,22.454,22.467,22.48,22.506,22.493,22.48,22.442,22.429,22.429,22.454,22.429,22.377,22.351,22.39,22.442,22.48,22.493,22.467,22.442,22.403,22.364,22.351,22.351,22.39,22.403,22.416,22.429,22.442,22.454,22.48,22.493,22.48,22.48,22.493,22.506,22.506,22.532,22.571,22.558,22.506,22.454,22.429,22.467,22.532,22.558,22.558,22.545,22.519,22.48,22.442,22.442,22.506,22.571,22.636,22.649,22.61,22.571,22.545,22.558,22.597,22.636,22.649,22.636,22.61,22.584,22.558,22.558,22.571,22.61,22.649,22.649,22.584,22.558,22.571,22.571,22.558
,22.364,22.377,22.39,22.364,22.325,22.299,22.312,22.312,22.325,22.325,22.338,22.338,22.338,22.338,22.351,22.312,22.247,22.208,22.221,22.221,22.208,22.221,22.273,22.273,22.221,22.182,22.182,22.195,22.221,22.208,22.143,22.091,22.065,22.052,22.052,22.039,22.039,22.065,22.117,22.117,22.078,22.065,22.091,22.117,22.13,22.143,22.156,22.156,22.143,22.117,22.091,22.078,22.104,22.13,22.156,22.169,22.195,22.234,22.286,22.286,22.234,22.234,22.299,22.312,22.273,22.26,22.273,22.299,22.312,22.299,22.273,22.299,22.351,22.351,22.299,22.286,22.338,22.338,22.286,22.273,22.299,22.273,22.221,22.208,22.247,22.26,22.247,22.26,22.312,22.338,22.351,22.351,22.325,22.299,22.286,22.325,22.403,22.454,22.454,22.442,22.416,22.403,22.416,22.429,22.454,22.506,22.571,22.571,22.506,22.519,22.597,22.61,22.558,22.519,22.506,22.493,22.506,22.493,22.493,22.506,22.545,22.545,22.493,22.48,22.519,22.519,22.493,22.493,22.519,22.493,22.442,22.442,22.467,22.48,22.442,22.429,22.454,22.48,22.48,22.454,22.416,22.416,22.454,22.467,22.454,22.454,22.467,22.48,22.493,22.493,22.48,22.493,22.532,22.519,22.467,22.442,22.454,22.442,22.377,22.403,22.493,22.493,22.403,22.351,22.377,22.403,22.403,22.416,22.429,22.416,22.403,22.416,22.442,22.467,22.454,22.454,22.442,22.467,22.506,22.532,22.545,22.545,22.532,22.532,22.545,22.545,22.545,22.545,22.571,22.571,22.571,22.558,22.558,22.558,22.571,22.571,22.558,22.519,22.48,22.454,22.454,22.442,22.429,22.429,22.467,22.454,22.403,22.351,22.312,22.312,22.338,22.351,22.325,22.338,22.364,22.364,22.325,22.351,22.416,22.442,22.429,22.416,22.442,22.467,22.506,22.519,22.519,22.532,22.558,22.558,22.519,22.506,22.506,22.506,22.48,22.493,22.506,22.506,22.48,22.48,22.506,22.48,22.429,22.416,22.454,22.48,22.506,22.506,22.48,22.467,22.454,22.442,22.429,22.39,22.364,22.364,22.39,22.429,22.454,22.48,22.48,22.454,22.416,22.377,22.338,22.325,22.364,22.403,22.429,22.454,22.454,22.467,22.493,22.493,22.493,22.493,22.493,22.493,22.493,22.519,22.545,22.532,22.493,22.454,22.416,22.429,22.467,22.506,22.519,22.519,22.506,22.48,22.442,22.442,22.506,22.571,22.623,22.636,22.61,22.571,22.558,22.571,22.61,22.636,22.649,22.623,22.584,22.571,22.571,22.597,22.61,22.636,22.662,22.649,22.597,22.571,22.584,22.571,22.558
,22.416,22.403,22.364,22.351,22.351,22.338,22.325,22.325,22.338,22.338,22.338,22.338,22.338,22.325,22.312,22.299,22.273,22.247,22.234,22.221,22.221,22.247,22.273,22.26,22.208,22.182,22.169,22.182,22.208,22.208,22.156,22.104,22.052,22.052,22.065,22.065,22.039,22.052,22.078,22.078,22.065,22.091,22.156,22.169,22.13,22.117,22.143,22.156,22.156,22.143,22.104,22.078,22.091,22.117,22.169,22.182,22.182,22.208,22.273,22.273,22.234,22.26,22.351,22.364,22.299,22.299,22.351,22.377,22.351,22.338,22.338,22.351,22.364,22.338,22.273,22.273,22.338,22.351,22.299,22.312,22.351,22.364,22.299,22.26,22.247,22.26,22.299,22.312,22.299,22.338,22.403,22.403,22.351,22.299,22.273,22.286,22.351,22.39,22.39,22.377,22.364,22.377,22.416,22.454,22.493,22.532,22.558,22.545,22.506,22.519,22.571,22.584,22.558,22.519,22.506,22.506,22.519,22.506,22.48,22.48,22.519,22.532,22.519,22.506,22.519,22.519,22.493,22.454,22.416,22.416,22.442,22.454,22.442,22.454,22.48,22.493,22.454,22.442,22.442,22.442,22.429,22.429,22.467,22.493,22.493,22.493,22.506,22.519,22.545,22.545,22.532,22.532,22.558,22.545,22.506,22.467,22.454,22.442,22.454,22.442,22.429,22.416,22.403,22.429,22.467,22.467,22.442,22.442,22.48,22.493,22.493,22.48,22.467,22.454,22.442,22.442,22.454,22.48,22.519,22.545,22.558,22.571,22.571,22.571,22.571,22.558,22.558,22.584,22.623,22.623,22.597,22.558,22.545,22.532,22.545,22.558,22.558,22.545,22.493,22.442,22.416,22.377,22.351,22.351,22.351,22.338,22.286,22.273,22.286,22.312,22.338,22.338,22.312,22.312,22.325,22.338,22.325,22.325,22.338,22.39,22.454,22.48,22.467,22.48,22.532,22.558,22.532,22.519,22.519,22.519,22.506,22.493,22.493,22.48,22.48,22.467,22.429,22.454,22.506,22.532,22.519,22.48,22.403,22.377,22.39,22.429,22.467,22.493,22.48,22.467,22.454,22.416,22.364,22.351,22.377,22.39,22.39,22.39,22.416,22.442,22.454,22.454,22.429,22.416,22.403,22.403,22.416,22.429,22.442,22.467,22.493,22.506,22.506,22.493,22.48,22.467,22.48,22.48,22.48,22.48,22.467,22.467,22.467,22.48,22.48,22.454,22.429,22.442,22.493,22.532,22.519,22.506,22.48,22.48,22.506,22.545,22.584,22.597,22.597,22.597,22.597,22.623,22.649,22.662,22.636,22.584,22.545,22.558,22.623,22.636,22.61,22.597,22.597,22.584,22.584,22.584,22.584,22.584,22.584
,22.416,22.403,22.377,22.364,22.364,22.364,22.338,22.325,22.312,22.312,22.325,22.325,22.325,22.312,22.286,22.273,22.286,22.286,22.26,22.234,22.221,22.221,22.234,22.221,22.182,22.156,22.156,22.169,22.182,22.182,22.156,22.104,22.065,22.052,22.052,22.065,22.052,22.052,22.039,22.039,22.052,22.104,22.182,22.195,22.117,22.091,22.117,22.13,22.13,22.143,22.143,22.13,22.104,22.117,22.156,22.182,22.182,22.208,22.26,22.26,22.221,22.26,22.351,22.364,22.312,22.312,22.351,22.364,22.351,22.351,22.377,22.39,22.377,22.338,22.286,22.273,22.299,22.312,22.312,22.338,22.377,22.377,22.338,22.286,22.26,22.273,22.338,22.351,22.325,22.338,22.403,22.416,22.351,22.299,22.273,22.273,22.286,22.312,22.338,22.351,22.351,22.39,22.454,22.506,22.545,22.545,22.532,22.519,22.519,22.532,22.558,22.571,22.558,22.545,22.519,22.506,22.519,22.506,22.48,22.48,22.506,22.519,22.519,22.532,22.532,22.532,22.493,22.442,22.403,22.403,22.454,22.454,22.429,22.442,22.519,22.532,22.48,22.442,22.416,22.416,22.416,22.442,22.48,22.493,22.506,22.506,22.506,22.532,22.571,22.571,22.545,22.532,22.545,22.532,22.506,22.48,22.454,22.467,22.493,22.48,22.429,22.403,22.442,22.48,22.532,22.519,22.467,22.467,22.493,22.519,22.532,22.519,22.493,22.467,22.442,22.442,22.454,22.493,22.532,22.558,22.571,22.571,22.584,22.597,22.584,22.571,22.584,22.61,22.649,22.649,22.61,22.558,22.519,22.493,22.493,22.506,22.519,22.506,22.454,22.403,22.364,22.312,22.273,22.247,22.221,22.195,22.182,22.195,22.234,22.273,22.299,22.312,22.312,22.325,22.338,22.351,22.364,22.338,22.312,22.351,22.429,22.48,22.493,22.519,22.545,22.558,22.532,22.506,22.467,22.48,22.506,22.532,22.519,22.506,22.493,22.454,22.416,22.429,22.493,22.532,22.519,22.467,22.39,22.364,22.364,22.39,22.429,22.454,22.454,22.454,22.429,22.39,22.325,22.338,22.403,22.429,22.39,22.377,22.39,22.416,22.429,22.429,22.429,22.442,22.442,22.454,22.454,22.454,22.454,22.48,22.506,22.506,22.506,22.493,22.48,22.467,22.467,22.467,22.48,22.467,22.454,22.454,22.467,22.493,22.532,22.519,22.454,22.442,22.48,22.519,22.519,22.506,22.493,22.493,22.519,22.545,22.558,22.584,22.61,22.636,22.649,22.662,22.662,22.649,22.61,22.558,22.532,22.558,22.623,22.636,22.597,22.571,22.558,22.558,22.571,22.584,22.584,22.584,22.584
,22.377,22.39,22.403,22.403,22.377,22.364,22.351,22.325,22.273,22.26,22.286,22.299,22.312,22.299,22.26,22.247,22.286,22.299,22.273,22.234,22.182,22.169,22.195,22.182,22.143,22.117,22.117,22.13,22.143,22.143,22.143,22.13,22.104,22.065,22.013,22.013,22.065,22.065,22.026,22.013,22.052,22.104,22.169,22.169,22.104,22.065,22.091,22.091,22.078,22.117,22.195,22.208,22.143,22.117,22.143,22.169,22.195,22.221,22.247,22.234,22.221,22.234,22.299,22.325,22.312,22.299,22.26,22.26,22.286,22.338,22.377,22.403,22.39,22.364,22.325,22.273,22.234,22.247,22.312,22.351,22.351,22.338,22.325,22.286,22.26,22.286,22.364,22.377,22.351,22.338,22.364,22.364,22.338,22.312,22.299,22.273,22.26,22.273,22.325,22.364,22.377,22.429,22.493,22.558,22.584,22.558,22.493,22.48,22.532,22.545,22.545,22.558,22.571,22.558,22.519,22.493,22.493,22.506,22.506,22.506,22.506,22.506,22.519,22.532,22.545,22.532,22.506,22.48,22.48,22.48,22.467,22.442,22.429,22.454,22.506,22.532,22.493,22.454,22.416,22.403,22.429,22.454,22.48,22.493,22.506,22.493,22.48,22.506,22.558,22.558,22.506,22.493,22.519,22.519,22.493,22.48,22.48,22.48,22.493,22.493,22.493,22.48,22.48,22.506,22.545,22.532,22.493,22.48,22.48,22.493,22.506,22.506,22.506,22.506,22.48,22.467,22.467,22.493,22.558,22.584,22.558,22.558,22.571,22.584,22.584,22.597,22.623,22.636,22.649,22.636,22.597,22.545,22.493,22.454,22.442,22.442,22.442,22.416,22.377,22.338,22.312,22.26,22.195,22.13,22.078,22.065,22.091,22.13,22.156,22.182,22.208,22.247,22.299,22.351,22.39,22.416,22.403,22.377,22.351,22.338,22.338,22.403,22.506,22.558,22.545,22.532,22.532,22.493,22.442,22.454,22.532,22.597,22.61,22.571,22.519,22.467,22.454,22.467,22.467,22.48,22.493,22.467,22.403,22.377,22.39,22.403,22.416,22.429,22.442,22.429,22.416,22.364,22.312,22.325,22.416,22.454,22.403,22.39,22.416,22.416,22.39,22.403,22.429,22.442,22.454,22.467,22.493,22.493,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.48,22.467,22.48,22.493,22.506,22.506,22.467,22.493,22.558,22.584,22.532,22.506,22.493,22.493,22.493,22.493,22.467,22.493,22.532,22.558,22.571,22.584,22.623,22.662,22.675,22.662,22.636,22.597,22.571,22.558,22.558,22.558,22.584,22.584,22.584,22.571,22.571,22.571,22.571,22.571,22.584,22.584,22.571
,22.364,22.377,22.403,22.403,22.39,22.364,22.364,22.338,22.286,22.273,22.286,22.299,22.312,22.286,22.247,22.247,22.286,22.299,22.26,22.234,22.195,22.182,22.195,22.156,22.104,22.078,22.104,22.13,22.13,22.13,22.13,22.143,22.143,22.091,22.013,22.013,22.065,22.078,22.039,22.039,22.078,22.117,22.169,22.156,22.104,22.078,22.091,22.091,22.078,22.13,22.234,22.247,22.156,22.117,22.13,22.156,22.182,22.195,22.182,22.195,22.208,22.234,22.26,22.286,22.312,22.286,22.234,22.234,22.273,22.325,22.364,22.377,22.364,22.338,22.299,22.26,22.208,22.221,22.286,22.325,22.325,22.312,22.312,22.299,22.299,22.325,22.377,22.377,22.338,22.312,22.325,22.325,22.325,22.325,22.299,22.273,22.234,22.26,22.325,22.377,22.416,22.454,22.506,22.545,22.571,22.532,22.467,22.467,22.532,22.558,22.545,22.545,22.558,22.558,22.532,22.519,22.506,22.506,22.506,22.506,22.493,22.493,22.519,22.532,22.532,22.519,22.493,22.493,22.506,22.506,22.48,22.442,22.429,22.442,22.48,22.506,22.506,22.48,22.467,22.442,22.454,22.48,22.506,22.519,22.506,22.48,22.467,22.493,22.532,22.532,22.493,22.48,22.519,22.519,22.506,22.493,22.493,22.506,22.506,22.519,22.545,22.545,22.545,22.532,22.519,22.506,22.506,22.506,22.493,22.48,22.48,22.493,22.506,22.519,22.506,22.493,22.48,22.493,22.545,22.584,22.597,22.584,22.571,22.571,22.584,22.61,22.649,22.662,22.636,22.597,22.571,22.545,22.506,22.467,22.429,22.403,22.377,22.351,22.325,22.286,22.247,22.182,22.104,22.039,22,22.026,22.078,22.104,22.104,22.091,22.104,22.156,22.247,22.325,22.377,22.403,22.39,22.39,22.377,22.351,22.325,22.364,22.467,22.532,22.532,22.532,22.532,22.519,22.493,22.506,22.558,22.61,22.623,22.597,22.545,22.506,22.506,22.493,22.467,22.454,22.48,22.467,22.442,22.429,22.429,22.429,22.442,22.442,22.429,22.416,22.403,22.377,22.338,22.364,22.442,22.454,22.416,22.403,22.416,22.416,22.403,22.403,22.442,22.454,22.454,22.467,22.493,22.506,22.519,22.493,22.48,22.454,22.454,22.467,22.48,22.493,22.493,22.48,22.467,22.48,22.519,22.506,22.467,22.467,22.532,22.558,22.545,22.519,22.493,22.48,22.48,22.48,22.493,22.519,22.558,22.571,22.571,22.584,22.623,22.636,22.636,22.623,22.61,22.584,22.545,22.545,22.571,22.584,22.558,22.558,22.597,22.597,22.584,22.571,22.584,22.597,22.61,22.597,22.571
,22.39,22.377,22.364,22.364,22.377,22.377,22.364,22.351,22.338,22.325,22.325,22.325,22.299,22.286,22.26,22.273,22.286,22.273,22.247,22.234,22.247,22.247,22.234,22.169,22.078,22.052,22.104,22.143,22.13,22.13,22.143,22.143,22.156,22.117,22.065,22.052,22.091,22.104,22.091,22.091,22.117,22.143,22.156,22.156,22.117,22.104,22.117,22.13,22.13,22.169,22.234,22.221,22.143,22.117,22.143,22.169,22.156,22.13,22.091,22.117,22.195,22.247,22.26,22.273,22.299,22.299,22.286,22.286,22.312,22.338,22.364,22.351,22.299,22.26,22.221,22.208,22.221,22.234,22.26,22.273,22.299,22.312,22.325,22.338,22.351,22.377,22.39,22.351,22.286,22.26,22.299,22.325,22.338,22.325,22.286,22.26,22.247,22.273,22.325,22.39,22.429,22.454,22.467,22.493,22.506,22.493,22.454,22.467,22.519,22.545,22.545,22.532,22.519,22.532,22.558,22.558,22.532,22.506,22.493,22.48,22.467,22.493,22.532,22.532,22.506,22.48,22.467,22.48,22.48,22.48,22.48,22.454,22.429,22.416,22.429,22.454,22.493,22.519,22.519,22.519,22.506,22.519,22.571,22.558,22.506,22.48,22.48,22.493,22.48,22.48,22.493,22.519,22.545,22.545,22.532,22.519,22.519,22.519,22.519,22.532,22.558,22.584,22.597,22.558,22.467,22.454,22.519,22.545,22.532,22.493,22.467,22.467,22.506,22.519,22.519,22.506,22.493,22.506,22.532,22.584,22.649,22.649,22.597,22.584,22.597,22.636,22.675,22.662,22.597,22.558,22.558,22.558,22.545,22.519,22.454,22.403,22.364,22.325,22.286,22.234,22.169,22.078,22,21.974,22,22.039,22.104,22.104,22.052,22.013,22,22.052,22.13,22.221,22.286,22.325,22.338,22.364,22.377,22.377,22.364,22.364,22.403,22.454,22.519,22.558,22.545,22.558,22.597,22.597,22.571,22.558,22.571,22.571,22.558,22.545,22.532,22.506,22.48,22.467,22.48,22.493,22.48,22.467,22.442,22.467,22.506,22.493,22.454,22.416,22.416,22.416,22.416,22.429,22.442,22.442,22.416,22.403,22.416,22.429,22.429,22.454,22.48,22.48,22.454,22.442,22.467,22.506,22.532,22.519,22.48,22.454,22.442,22.442,22.467,22.48,22.506,22.493,22.467,22.454,22.467,22.467,22.454,22.442,22.442,22.454,22.467,22.493,22.493,22.493,22.48,22.493,22.532,22.558,22.571,22.571,22.571,22.571,22.571,22.571,22.545,22.571,22.61,22.597,22.519,22.532,22.597,22.61,22.545,22.558,22.636,22.636,22.558,22.545,22.597,22.636,22.636,22.61,22.597
